tidy_tweet,Sentiment
are you that blind  that you can t see my fake smiles  can t hear my forced laugh  can t feel that im broken  or is it because you dont care,Positive
Goodnight all  Please be kind to one another  Stay Safe n Stay Strong  Love you all amp lt   xox,Positive
Don t get mad at yourself when you make mistakes  it s a chance for you to learn from them and grow ,Positive
 it s gonna be okay    yeah because it s not happening to you ,Positive
Life is short  live it love is rare  grab it  anger is bad  let it go  fear is a mind killer  face it  Memories are sweet  cherish them ,Negative
To hate is to be lonely  but to Love is to care  to appreciate  to be kind  to be gentle  to forgive  and to forget the hate ,Positive
It s better to be alone rather than be with someone who makes you feel like you re alone ,Positive
they say it will get better  but it doesnt get better you just get used to it ,Positive
I m slowly falling apart but I m too exhausted to care ,Negative
The prettiest smiles hide the deepest secrets  The prettiest eyes have cried the most tears  And the kindest hearts have felt the most pain ,Positive
Have you ever been so sad that it physically hurts inside ,Negative
saying that you re okay is so much easier rather than explaining all the reasons why you re not ,Positive
People will always find something wrong with you even if everything you do is good ,Negative
Goodnight guy s  Please be kind to one another  Stay Safe and Stay Strong  Love you all amp lt   xox,Positive
I never thought you of all people would be the one to hurt me ,Negative
I m sick and tired of being  Fine ,Negative
i just want to run away from everything  everyday is the same shit  and i hate the way things are now ,Negative
I m not afraid to love  I m afraid of not being loved back ,Negative
the most loneliest moment in someone s life  is when they are watching their whole world fall apart  and all they can do is stare blankly ,Negative
Never lie to someone who trusts you  and never trust someone who lies to you ,Negative
Stay strong  we can all beat depression  it s hard but with the right help we can start to see the sun shine again amp lt  ,Positive
How to Keep Him Happy   https   t co YUm pJ El  https   t co z NTQebgg ,Positive
Top Movie Moments   https   t co bDfcJh anc https   t co UR RbqW lT,Positive
No Heat Hairstyles   https   t co Cu TlUsQhJ https   t co LShqSKNGlY,Negative
the worst thing is when you re super excited to talk to someone and they just brush you off and you realise they don t care at all  it sucks,Negative
When you re happy  you enjoy the music  when you re sad  you understand the lyrics ,Positive
nothing hurts more than your own family pointing out all your mistakes  over and over again  that was my past  so leave it there and move on,Negative
realizing how alone you are is actually one of the worst feelings ever ,Negative
I feel twitter is the only place you don t have to say  I m fine  because everyone on here knows you aren t ,Positive
Depression is a mental illness  It s not being lazy  and a person who suffers from depression can t  just get over it ,Negative
when you drowning in your own thoughts and you want to scream but instead you cry ,Negative
i feel like i m waiting for something that isn t going to happen ,Positive
sometimes when i say  i m okay  i want someone to look me in the eyes  hug me tight  and say   i know you re not  ,Positive
Everything around me is falling apart and I don t know how to fix it ,Negative
the strongest people are the ones who feel like they re dying inside but still roll out of bed get dressed  and can actually leave the house,Positive
I just want to be good enough for someone ,Positive
Moving on and letting go isn t easy  but sometimes you need to start over and be new again ,Negative
do you ever really want to talk to somebody but at the same time you want to be alone ,Positive
Is it sad that I can feel you getting tired of me  Or is it sadder that I m use to it because everyone does eventually ,Negative
I can be changed by what happens to me  But I refuse to be reduced by it ,Negative
No one notices your tears  no one notices your sadness  no one notices your pain  But they always notice your mistakes ,Negative
When i set up this acc i didnt know what to expect  but to see so many ppl helping each other overcome huge obstacl  https   t co TTZxke iOM,Positive
it really hurts when your own family don t understand that depression and social anxiety are real illnesses  and say you re just being lazy ,Negative
maybe im better off alone because no one has ever loved me the way i love them and i have never felt like anyone wants me or needs me at all,Positive
do you ever get in those really weird moods that you can t even explain what you re feeling it s like everythings mixed together all at once,Positive
It doesn t matter who hurt you or broke you down  What matters is who made you smile again ,Positive
